"GCXH","XZQHMC","KKMC","FXLX","GCSJ","HPZL","HP","CLPPXH"
"320300108874998944","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:22:40","02","苏C71***","标致牌-408-2014"
"320300108875018359","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:25:26","01","鲁Q26***","标致牌-408-2019"
"320300108875074029","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:34:14","01","鲁Q99***","标致牌-408-2019"
"320300108875133840","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:43:12","01","冀A43***","标致牌-408-2019"
"320300108874996570","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:22:19","02","皖A51***","比亚迪牌"
"320300108875021529","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:26:09","02","皖L98***","比亚迪牌-秦PRO新能源-2019"
"320300108875037199","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:28:27","52","豫AFF***","比亚迪牌"
"320300108875036619","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:28:27","02","苏C61***","比亚迪牌"
"320300108875041282","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:29:11","02","苏C4C***","比亚迪牌"
"320300108875047945","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:30:14","02","苏CU3***","比亚迪牌-秦 秦EV300-2017"
"320300108875051375","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/12 10:30:43","02","苏C9U***","比亚迪牌-E5-2016_2018"
"320300108875071143","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:33:29","52","苏CDC***","比亚迪牌-E5-2016_2018"
"320300108875071905","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:33:48","52","苏CDE***","比亚迪牌"
"320300108875106957","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:39:10","02","豫A50***","比亚迪牌-F3-2014_2015"
"320300108875125138","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/12 10:42:04","-","J678***","比亚迪牌"
"320300108875134060","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:43:16","02","宁A1W***","比亚迪牌"
"320300108875228220","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:58:06","02","鲁H86***","比亚迪牌"
"320300108874997593","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:22:13","02","鲁H95***","宝骏牌-730-2014"
"320300108874998042","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:22:31","02","苏D2R***","宝骏牌-310-2017_2018"
"320300108875005307","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:23:34","02","苏CWT***","宝骏牌-730-2016#B"
"320300108875007774","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:23:49","02","苏E78***","宝骏牌"
"320300108875009061","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:24:12","02","苏CH0***","宝骏牌-360-2018"
"320300108875010194","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:24:17","02","苏ND0***","宝骏牌-730-2016#B"
"320300108875018706","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:25:38","02","苏C60***","宝骏牌-乐驰-2012"
"320300108875019152","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:25:49","01","鲁Q16***","宝骏牌-530-2018"
"320300108875032461","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:27:51","02","苏CL3***","宝骏牌-730-2017"
"320300108875048114","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:29:59","02","苏C30***","宝骏牌-730-2014"
"320300108875055852","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:31:20","02","苏CUB***","宝骏牌"
"320300108875058984","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/12 10:31:57","02","苏N82***","宝骏牌-310-2017_2018"
"320300108875062342","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:32:19","02","苏C52***","宝骏牌"
"320300108875074442","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:34:13","02","苏C22***","宝骏牌"
"320300108875077476","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:34:40","02","苏CM7***","宝骏牌"
"320300108875111496","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:39:57","02","苏C50***","宝骏牌"
"320300108875114533","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:40:28","02","苏NM2***","宝骏牌-730-2017"
"320300108875130192","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:42:43","02","苏C27***","宝骏牌"
"320300108875129041","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:42:43","02","苏CS6***","宝骏牌"
"320300108875131786","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:43:08","02","苏C8K***","宝骏牌-730-2016#B"
"320300108875133806","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:43:27","02","皖L2P***","宝骏牌-560-2015_2016"
"320300108875133985","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:43:31","02","苏CF2***","宝骏牌-510-2017"
"320300108875268054","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 11:04:29","02","苏CZ7***","宝骏牌"
"320300108875290900","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/12 11:08:07","02","苏CW6***","宝骏牌-310-2017_2018"
"320300108875300880","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 11:09:42","02","苏C2K***","宝骏牌"
"320300108874998663","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:22:33","02","苏C73***","长城牌"
"320300108875004115","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:23:13","02","鲁R0P***","长城牌-风骏5-2017"
"320300108875015461","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:24:58","02","云CZX***","长城牌-ES8-2018"
"320300108875019888","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:25:53","02","皖LAF***","长城牌"
"320300108875021770","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:26:07","02","苏CU7***","长城牌"
"320300108875039228","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:28:28","02","苏N31***","长城牌-哈弗M2-2010_2012"
"320300108875001938","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:23:07","02","鲁R7Z***","长安牌-长安之星-2015"
"320300108875006357","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:23:41","02","苏NG7***","长安牌"
"320300108875009501","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:23:57","02","鲁D09***","长安牌"
"320300108875011821","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:24:37","02","苏C15***","长安牌-睿行-2014#A"
"320300108875011657","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/12 10:24:38","02","苏CB2***","长安牌"
"320300108875015482","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:24:58","02","云CZX***","长安牌"
"320300108875022346","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:26:13","02","苏CG5***","长安牌"
"320300108875023097","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:26:20","02","苏N87***","长安牌-睿行-2017"
"320300108875035904","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:27:59","02","苏CX8***","长安牌"
"320300108875036547","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:28:08","02","苏C33***","长安牌-CS75-2014_2015_2016_2017"
"320300108875038950","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:28:40","02","苏C5G***","长安牌"
"320300108875039003","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:28:45","02","苏C77***","长安牌"
"320300108875039267","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:28:51","02","苏CQ9***","长安牌"
"320300108875040326","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:28:57","02","苏CA6***","长安牌"
"320300108875045908","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:29:52","02","苏C3Y***","长安牌"
"320300108875046624","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:29:58","02","苏CX6***","长安牌"
"320300108875051920","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:30:36","-","E965***","长安牌"
"320300108875055257","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:31:08","02","苏CZ2***","长安牌"
"320300108875056921","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:31:20","52","苏AFA***","长安牌-长安之星-2013_2005#A"
"320300108875063136","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:32:15","02","苏C26***","长安牌-奔奔-2017_2018"
"320300108875061892","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:32:17","02","苏CB9***","长安牌"
"320300108875064524","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/12 10:32:47","02","苏GCW***","长安牌"
"320300108875065964","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:32:57","02","苏C80***","长安牌-CS55-2017_2018"
"320300108875073740","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:33:57","02","苏C6G***","长安牌-欧尚-2018#B"
"320300108875073713","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:33:58","02","苏C6G***","长安牌-欧尚-2018#B"
"320300108875073165","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:34:01","02","苏C1D***","长安牌"
"320300108875073483","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:34:06","02","苏GNM***","长安牌-欧力威-2013_2015_2017"
"320300108875074547","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:34:17","02","苏C36***","长安牌-致尚-2013_2015"
"320300108875077468","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:34:46","02","皖ML6***","长安牌"
"320300108875108130","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:39:17","02","苏C98***","长安牌-CS15-2016"
"320300108875107955","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:39:17","02","皖LW2***","长安牌"
"320300108875107992","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:39:25","02","苏C79***","长安牌"
"320300108875110410","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:39:26","02","苏CZ8***","长安牌-悦翔-2018"
"320300108875109207","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:39:30","02","苏C9Y***","长安牌"
"320300108875110687","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:39:49","02","苏A8B***","长安牌"
"320300108875118999","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:41:06","02","苏CR3***","长安牌"
"320300108875121780","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:41:12","02","鲁Q9Z***","长安牌"
"320300108875124725","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:41:48","01","鲁VC7***","长安牌-奔奔-2014_2015"
"320300108875126915","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:42:26","02","苏CE8***","长安牌-睿行-2014#A"
"320300108875216929","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:56:30","02","苏C6G***","长安牌"
"320300108875225925","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:57:42","02","苏F71***","长安牌-逸动-2013_2014_2015_2016_2017#B"
"320300108875245133","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 11:00:51","02","苏C68***","长安牌"
"320300108875262209","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 11:03:42","02","苏CN9***","长安牌-逸动-2013_2014_2015_2016_2017#B"
"320300108875316571","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/12 11:12:11","02","苏N50***","长安牌"
"320300108874995597","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:22:07","02","苏CQ0***","现代牌"
"320300108874999781","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:22:41","02","苏CW6***","现代牌-名图-2014_2016"
"320300108875002839","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:23:11","02","苏C2H***","现代牌"
"320300108875005168","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:23:17","02","苏CF8***","现代牌-伊兰特-2016"
"320300108875006328","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:23:32","02","苏CC8***","现代牌-途胜-2019"
"320300108875006535","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:23:48","52","苏CD9***","现代牌"
"320300108875009727","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:24:18","02","苏C7D***","猎豹牌-飞扬-2010"
"320300108875014339","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:24:44","02","苏C1J***","现代牌"
"320300108875023947","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:26:27","02","苏CH2***","现代牌-名图-2017"
"320300108875024544","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:26:30","02","苏C8B***","现代牌-悦纳-2016_2017"
"320300108875025946","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:26:42","02","苏C28***","现代牌"
"320300108875027927","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:26:51","02","苏C37***","现代牌-名图-2014_2016"
"320300108875027969","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:26:52","02","苏C37***","现代牌-名图-2014_2016"
"320300108875029771","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:27:25","02","苏CZ3***","现代牌"
"320300108875032910","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:27:50","02","苏C0B***","现代牌-伊兰特-2016"
"320300108875037616","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:28:35","02","苏CY1***","现代牌"
"320300108875038729","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:28:37","02","苏CW8***","现代牌-伊兰特-2011_2016"
"320300108875038819","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:28:41","52","苏CFD***","现代牌-伊兰特-2016_2018"
"320300108875041411","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:29:09","02","苏C81***","现代牌-索纳塔-2009"
"320300108875047159","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:30:04","02","苏CZ7***","现代牌-索纳塔-2018"
"320300108875057392","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:31:41","02","苏C1V***","猎豹牌-MATTU-2018"
"320300108875060619","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:31:55","02","甘A9D***","现代牌-途胜-2015_2018"
"320300108875059943","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:31:56","-","苏UF7***","现代牌"
"320300108875060605","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:31:56","02","甘A9D***","现代牌-途胜-2015_2018"
"320300108875061619","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:32:16","02","皖L53***","现代牌"
"320300108875071314","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:33:31","02","蒙K31***","现代牌"
"320300108875075431","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:34:22","02","苏CN7***","现代牌"
"320300108875074876","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/12 10:34:25","52","苏CD5***","现代牌"
"320300108875077429","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:34:46","02","苏C9E***","现代牌-名图-2017"
"320300108875108938","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:39:25","02","苏C13***","现代牌-IX25-2015_2016"
"320300108875117418","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:40:57","02","苏C23***","现代牌-IX25-2015_2016"
"320300108875124909","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:41:47","02","苏C9G***","现代牌-途胜-2015_2018"
"320300108875124820","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:41:55","02","苏A76***","现代牌"
"320300108875130759","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:43:01","02","苏CL6***","现代牌"
"320300108875008880","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:23:51","02","鲁H81***","东风牌-风神H30-2013"
"320300108875009529","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:24:14","02","苏C1S***","东风牌-菱智-2015"
"320300108875009359","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:24:15","02","苏C1S***","东风牌-菱智-2014#A"
"320300108875011150","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:24:25","02","苏C2S***","东风牌-景逸-2014_2015"
"320300108875011298","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:24:32","01","苏CLX***","东风牌"
"320300108875011711","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/12 10:24:37","02","苏CW8***","东风牌-C系列-2012"
"320300108875015137","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:25:08","52","苏CD0***","东风牌"
"320300108875015625","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:25:14","02","苏CR1***","东风牌-东风小康K07S-2015"
"320300108875019583","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:25:46","01","苏NAG***","东风牌"
"320300108875022598","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:25:56","02","苏CF3***","东风牌-东风小康K07-2006_2010"
"320300108875021872","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:25:58","52","苏CD9***","东风牌-景逸-2017#D"
"320300108875023358","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:26:11","01","鲁UK6***","东风牌"
"320300108875027313","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:26:52","01","苏CGK***","东风牌-未知系列7-未知年款0"
"320300108875027923","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/12 10:27:10","02","苏C75***","东风牌-景逸-2017#C"
"320300108875032281","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:27:34","01","苏A6A***","东风牌"
"320300108875037399","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:28:30","01","苏CMQ***","东风牌"
"320300108875038915","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:28:33","01","苏A0C***","东风牌"
"320300108875038410","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:28:45","02","鲁Q63***","东风牌-未知系列7-未知年款0"
"320300108875047879","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:30:08","02","苏CH0***","东风牌-东风小康K07S-2015"
"320300108875055624","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:31:05","02","苏E5F***","东风牌"
"320300108875059547","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:31:58","01","苏CQZ***","东风牌"
"320300108875063492","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:32:24","02","苏CR0***","东风牌"
"320300108875075118","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:34:18","02","苏CY2***","东风牌"
"320300108875074546","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:34:19","01","鲁Q87***","东风牌"
"320300108875111545","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:39:33","02","苏C90***","东风牌-俊风-2012_2014"
"320300108875109312","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:39:36","02","苏G73***","东风牌-东风小康K07S-2015"
"320300108875111448","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/12 10:39:59","02","苏N7G***","东风牌"
"320300108875119041","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:40:58","02","苏CZ3***","东风牌"
"320300108875124408","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:42:02","01","苏CGP***","东风牌"
"320300108875127352","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:42:11","02","苏E12***","东风牌"
"320300108875126460","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:42:15","02","苏N89***","东风牌-风行T5-2018"
"320300108875132680","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:43:15","02","苏CN6***","东风牌"
"320300108875221693","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:57:03","02","苏C76***","东风牌-景逸-2014_2015"
"320300108875222732","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:57:29","02","苏GSQ***","东风牌-风光-2013_2014"
"320300108875253120","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 11:02:10","-","R8***","东风牌"
"320300108875010346","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:24:24","02","苏C9E***","风神牌"
