"GCXH","XZQHMC","KKMC","FXLX","GCSJ","HPZL","HP","CLPPXH"
"320300108875030185","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:27:19","01","苏NDK***","-"
"320300108875030341","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:27:27","01","鲁Q68***","-"
"320300108875032171","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:27:30","02","苏CW3***","-"
"320300108875030818","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:27:30","01","鲁Q08***","-"
"320300108875032188","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:27:46","02","苏CN5***","-"
"320300108875032697","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:27:48","51","苏C01***","宇通牌"
"320300108875032889","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:27:50","02","苏H32***","-"
"320300108875033694","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:27:50","01","4皖LG***","-"
"320300108875033279","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:27:52","01","皖LG3***","-"
"320300108875034708","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:27:54","01","苏CLC***","-"
"320300108875035406","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:28:04","02","苏C92***","-"
"320300108875034716","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:28:04","02","苏CN3***","-"
"320300108875034747","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:28:08","02","苏CAN***","-"
"320300108875036942","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:28:15","01","苏EBT***","-"
"320300108875037289","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:28:33","51","苏DC0***","-"
"320300108875039757","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:28:36","01","苏CPV***","-"
"320300108875040974","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:28:57","02","苏C6G***","-"
"320300108875041942","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:29:13","52","苏CD9***","-"
"320300108875043907","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:29:19","02","鲁D01***","-"
"320300108875044560","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:29:32","02","皖FB4***","-"
"320300108875044144","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:29:35","02","苏CA2***","-"
"320300108875045781","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/12 10:29:56","52","鲁HA2***","-"
"320300108875048616","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:30:13","52","苏GDD***","-"
"320300108875052352","睢宁县","徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口","2","2023/12/12 10:30:36","01","苏N12***","-"
"320300108875052091","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:30:46","02","苏CU1***","-"
"320300108875051655","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:30:47","01","鲁UK8***","-"
"320300108875053054","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:30:52","02","苏CJ1***","-"
"320300108875053880","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:31:00","01","苏CSB***","-"
"320300108875054143","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/12 10:31:10","-","-***","-"
"320300108875055838","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:31:11","01","苏C61***","-"
"320300108875054208","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:31:11","01","苏CNJ***","-"
"320300108875056582","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/12 10:31:33","02","苏H31***","-"
"320300108875059361","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:31:51","02","苏C8C***","-"
"320300108875060939","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:32:13","01","苏CJK***","-"
"320300108875062998","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:32:28","02","苏C66***","大地牌-未知系列3-未知年款0"
"320300108875063266","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:32:28","02","苏C7M***","-"
"320300108875063633","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:32:30","51","皖L00***","宇通牌"
"320300108875064054","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:32:40","01","鲁Q58***","-"
"320300108875066571","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:32:47","02","苏C23***","-"
"320300108875065444","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/12 10:32:50","02","鲁HR0***","-"
"320300108875066295","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:32:56","02","苏CE9***","-"
"320300108875067235","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:32:59","52","苏CDN***","-"
"320300108875068138","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:33:18","02","苏C91***","-"
"320300108875068493","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:33:20","-","-***","-"
"320300108875068420","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:33:22","-","京T5B***","-"
"320300108875072583","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:33:45","51","苏C05***","宇通牌"
"320300108875071975","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:33:46","-","-***","-"
"320300108875073122","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:34:02","02","苏CU0***","-"
"320300108875073835","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:34:08","52","苏CDL***","-"
"320300108875074760","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:34:13","02","苏CB0***","-"
"320300108875076014","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:34:22","02","苏C4Z***","-"
"320300108875075658","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:34:30","02","苏C58***","-"
"320300108875076883","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:34:39","01","苏CMG***","-"
"320300108875077750","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:34:41","02","鲁HW6***","-"
"320300108875077109","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:34:42","01","苏NCW***","-"
"320300108875079985","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:34:54","01","苏NFG***","-"
"320300108875108866","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:39:31","02","苏C6D***","-"
"320300108875110508","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:39:37","-","京U11***","-"
"320300108875110347","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:39:43","01","苏CHZ***","-"
"320300108875112927","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:39:52","02","苏C9U***","-"
"320300108875110796","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:39:53","01","鲁EH6***","-"
"320300108875113382","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:39:56","01","苏H96***","-"
"320300108875115196","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:40:36","-","-***","-"
"320300108875116781","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:40:40","02","苏CM9***","-"
"320300108875116544","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:40:44","01","苏CJL***","-"
"320300108875119523","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/12 10:41:17","-","苏X30***","-"
"320300108875122112","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:41:26","01","苏A2D***","-"
"320300108875121482","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:41:30","02","苏CW1***","-"
"320300108875121815","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:41:33","02","苏C93***","-"
"320300108875124049","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:41:47","02","苏C96***","-"
"320300108875125037","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:41:51","02","苏C0Y***","-"
"320300108875126348","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:42:02","01","鲁H29***","-"
"320300108875126295","铜山县","徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口","1","2023/12/12 10:42:09","52","苏CFD***","-"
"320300108875127659","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:42:29","13","苏CR7***","-"
"320300108875127613","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:42:30","02","苏C62***","-"
"320300108875129158","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:42:47","01","苏GY1***","-"
"320300108875134320","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:43:33","01","皖LG0***","-"
"320300108875134840","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:43:33","01","鲁DK5***","-"
"320300108875220758","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:57:07","02","苏C9Z***","-"
"320300108875223305","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:57:17","01","鲁RT7***","-"
"320300108875223000","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:57:24","52","苏CFC***","-"
"320300108875223639","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:57:38","01","皖LD4***","-"
"320300108875229942","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/12 10:58:39","-","京LF7***","-"
"320300108875232407","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:58:55","02","苏N50***","-"
"320300108875241903","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 11:00:30","-","皖J38***","-"
"320300108875242305","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 11:00:34","01","鲁Q01***","-"
"320300108875243662","邳州市","徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口","1","2023/12/12 11:00:45","02","苏C00***","-"
"320300108875261945","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 11:03:37","01","苏CKB***","-"
"320300108875268029","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 11:04:30","02","苏CZ7***","-"
"320300108875293378","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 11:08:25","01","苏CT8***","-"
"320300108875293736","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 11:08:31","52","苏CDU***","-"
"320300108875302075","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 11:09:53","02","皖LXS***","-"
"320300108874998397","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:22:31","02","苏CDJ***","奥迪牌-A6-2013"
"320300108875007945","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:23:42","02","皖LSE***","奥迪牌-S3-2015"
"320300108875023390","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:26:22","02","苏E91***","奥迪牌-A6-2013"
"320300108875024313","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:26:35","02","苏C57***","奥迪牌"
"320300108875033032","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 10:27:47","02","苏C3X***","奥迪牌-Q3-2013"
"320300108875036343","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:28:25","02","苏C78***","奥迪牌"
"320300108875037928","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:28:37","02","苏CZ3***","奥迪牌"
"320300108875037962","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:28:41","02","苏CB0***","奥迪牌"
"320300108875051301","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:30:23","02","苏C7V***","奥迪牌-A4L-2017_2018_2019"
"320300108875060599","高速五大队","G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口","1","2023/12/12 10:31:54","02","苏CFN***","奥迪牌-A6L-2019#A"
"320300108875064570","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:32:47","02","鲁Q62***","奥迪牌-A3-2010_2012_2013_2015"
"320300108875064995","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:32:51","01","鲁H36***","奥迪牌"
"320300108875068802","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:33:24","02","苏CQ2***","奥迪牌"
"320300108875075011","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:34:20","02","苏CEA***","奥迪牌"
"320300108875076931","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:34:31","02","苏C22***","奥迪牌-TT-2015"
"320300108875077895","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:34:49","02","苏CT5***","奥迪牌-A6L-2019#A"
"320300108875108066","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/12 10:39:22","02","京NY2***","奥迪牌"
"320300108875112802","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:39:40","01","苏C58***","奥迪牌-R8-2013"
"320300108875115573","睢宁县","徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口","1","2023/12/12 10:40:36","02","苏C5C***","奥迪牌"
"320300108875124117","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:42:00","01","皖AE2***","奥迪牌-S8-2016"
"320300108875124709","新沂市","徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口","1","2023/12/12 10:42:06","02","苏CC0***","奥迪牌-A3-2014_2015_2016"
"320300108875131397","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:43:04","02","苏CR7***","奥迪牌"
"320300108875133054","新沂市","徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口","1","2023/12/12 10:43:23","02","苏GYG***","奥迪牌-Q3-2016"
"320300108875238026","睢宁县","徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口","1","2023/12/12 10:59:52","-","鲁D85***","奥迪牌-RS5-2014"
"320300108875245924","新沂市","江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口","1","2023/12/12 11:00:53","02","苏CS3***","奥迪牌-Q5-2017"
"320300108874995438","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:21:58","02","浙A31***","奔驰牌-A级-2019#B"
"320300108874997241","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:22:20","02","苏CL7***","奔驰牌"
"320300108875008696","铜山县","徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口","1","2023/12/12 10:23:59","02","苏C67***","奔驰牌"
"320300108875008919","邳州市","徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口","1","2023/12/12 10:24:15","01","苏CAG***","奔驰牌-未知系列12-未知年款0"
"320300108875015817","铜山县","徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口","1","2023/12/12 10:25:11","02","苏CM8***","奔驰牌"
"320300108875017177","沛县","徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口","1","2023/12/12 10:25:31","02","鲁HR8***","奔驰牌"
"320300108875020899","丰县","徐州市丰县G518518国道K358马楼公路站省际卡口","1","2023/12/12 10:25:41","02","苏CL6***","奔驰牌-V250-2016_2018"
"320300108875024039","丰县","徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口","1","2023/12/12 10:26:31","02","苏CR7***","奔驰牌-斯宾特-2016#A"
"320300108875044892","新沂市","徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口","1","2023/12/12 10:29:43","02","苏C6P***","奔驰牌"
"320300108875079808","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:34:42","02","皖L97***","奔驰牌"
"320300108875108594","铜山县","徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口","1","2023/12/12 10:39:25","02","苏CH5***","奔驰牌"
"320300108875110011","睢宁县","徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口","2","2023/12/12 10:39:34","02","苏CE2***","奔驰牌-E级-2016_2017_2019"
